name,creator,price,rating,ratingCount,salesCount,type,subcategory,recommendation,affiliateRate,source,productUrl
"Notion Things Free Templates Bundle","Notion Things",0,,,,"course","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/msmat"
"Notion Template: Blogging Manager","Molly @ Notionology",0,,,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zTOCh"
"Photographer Wiki: Portfolio, Fee Table, Expense Tracker, & More - Notion Template","Jaime's Creations",0,,,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bqdpr"
"Notion Template: The Ultimate Travel Planner","Molly @ Notionology",0,,,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/WBvUe"
"Journal from Notion Mono Focus OS","Finn",0,,,,"tool","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tgdbt"
"Notion Resume Templates","Monica Lim",0,3,3,,"template","content","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hbojfe"
"Simple Website Layouts in Notion","NOXEN STUDIO",0,3,3,,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kaygt"
"Notion Automation For Newbies","Bardeen",0,1,1,,"course","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xvcah"
"Notion for Teachers: Classroom Tools","Notion For Teachers",0,,,,"tool","design","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/aehpdl"
"Webinar and CEU Tracker in Notion","A Nerdy Notioneer",0,1,1,,"template","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nRmMV"
"Clue / Cluedo Score Sheet Notion Template","A Nerdy Notioneer",0,1,1,,"template","reading","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/eTRPe"
"Masterclass: Use Notion Like A Pro. Smart Habit Tracker.","Krista Lamen",0,1,1,,"course","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mpwix"
"Goals Chart for NOTION","Burk",0,1,1,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jysqcj"
"🔢EISENHOWER MATRIX - Notion Template","Notion for Productivity",0,1,1,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gurti"
"🖼️ GALLERY - Notion template","Notion for Productivity",0,1,1,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/iazgd"
"Notion Habit Tracker - Inspired by Nothing Tech","Midnight Astronaut",0,2,2,,"template","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/stydk"
"🪙 CRYPTOCURRENCY - Notion Template","Notion for Productivity",0,3,3,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ytuxnz"
"Decision Matrix Notion Template","Rohit Garud",0,,,,"tool","business","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hKJZdF"
"Notion Budget Tracker","Productivity Ideas",0,,,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/whsil"
"Notion Saving Tracker - Template","securelebag",0,,,,"course","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/peluik"
"VV Daily Manifest - Notion Template","Louis Pereira",0,2,2,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lppzc"
"Portion of the Notion Athlete OS","Finn",0,,,,"tool","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jxnoc"
"NEW | Fitness Tracker | Free Template For Notion","Laura Jean",0,,,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lzzhd"
"Design Strategy Project Document Notion Template","Kaila VanSumer",0,,,,"template","goals","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fannk"
"Holiday Planner [Notion Template]","Marcus Cheu",0,,,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xndak"
"Goal Dashboard - Notion","Brian Kimpson",0,3,3,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/guiqw"
"GIGA Journaling Framework - Notion","Brian Kimpson",0,2,2,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dypqi"
"Notion Started Pack","Alex",0,2,2,,"tool","productivity","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/rdewi"
"Notion template for freelancers and content creators","Agatha",0,1,1,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ygstxn"
"Weight Loss and Eating Disorder Management Notion template","Volodymyr Golosay",0,3,3,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/aqcyg"
"Notion Meal Planner and Recipe Database","notion with lauren",0,2,2,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lqoxx"
"10 Cyberpunk Aesthetic Notion Covers","Hafsah | Notion Templates",0,2,2,,"template","template","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nlgrp"
"Notion Starter Pack","Notion Tinn",0,3,3,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bspxe"
"Notion Template Pack x3: People development tools for New Managers","ManagerHacks by Mona",0,2,2,,"course","student","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bjbwv"
"FREE TRIAL - Superb* Bullet Journal Notion Template (2023 Q1 & Q2)","Store the Stories",0,1,1,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xyovp"
"Product Prioritization Frameworks - Notion template","Nikk",0,3,3,,"template","template","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nuoyg"
"Declutter your Closet in 2024 - Notion Wardrobe Template | Fashion","Maria Leden",0,3,3,,"template","template","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bijec"
"Debt-EMI Calculator - Notion template","Nikk",0,2,2,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/sltjta"
"Green notion mood tracker","Uyilo",0,2,2,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/luuoq"
"Notion Budget Tracker","Pathpages",0,,,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/iaqesi"
"Subject/Course Dashboard Notion Template","Hafsah | Notion Templates",0,2,2,,"template","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/eylwpi"
"Mine Dashboard - Notion Template Free","Santiago Fx",0,2,2,,"template","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zqcpe"
"Notion para Viagens  ✈️","Andre Costa",0,3,3,,"template","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nwdsv"
"Notion Budget Template - The 50/30/20 method","niki westergren",0,3,3,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lsyvf"
"Meeting Notes Notion Template","Hustlers Co",0,2,2,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hgoll"
"Pomodoro (Notion Template)","Fronk (@itskeeplearning)",0,3,3,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mqOpP"
"HyperCard OS Icons & Graphics Pack (for Notion)","nikki ◕ ᴗ ◕",0,1,1,,"template","design","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zascs"
"The Simple Notion Dashboard","Finn",0,3,3,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mdkoz"
"CEO Weekly Meeting Notion Template","chloeforbesk",0,2,2,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yzair"
"3 About Me Pages For Notion","Red Gregory",0,3,3,,"template","content","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/clzyy"
"About Me Page & Resume for Notion","Red Gregory",0,1,1,,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fvqhha"
"Notion 𝑷𝒆𝒓𝒔𝒐𝒏𝒂𝒍 𝑭𝒊𝒏𝒂𝒏𝒄𝒆 𝑻𝒓𝒂𝒄𝒌𝒆𝒓 💸","RARABEAST🗲",0,2,2,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/rgsjf"
"Free Reading Notion Template","Natalia Boccadifuoco",0,3,3,,"template","reading","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fmdafd"
"Notion Procrastination Helper","Capable Content",0,,,,"tool","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gncpr"
"Resonance Calendar (Notion Template)","Demetri Panici",0,,,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/IHMHa"
"Notes and Daily Highlight Database (Notion Template)","Demetri Panici",0,3,3,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xNWIJ"
"Task Management Calendar (Notion Template)","Demetri Panici",0,2,2,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/OxhRg"
"Basic Notion Homepage (Notion Template)","Demetri Panici",0,1,1,,"template","personal","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/GKeWX"
"Simple Habit Tracker (Notion Template)","Demetri Panici",0,2,2,,"template","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/akVlY"
"Daily Planner (Notion Template)","Demetri Panici",0,3,3,,"template","template","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vMXtG"
"Notion Finance Tracker","Mr. Notion Templates",0,3,3,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/urdnr"
"Get Into UX (Notion Checklist)","Plana",0,2,2,,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/intwf"
"Weekly Notion Ultimate Newsletter","Matt Shelton",0,2,2,,"tool","content","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/uyhvy"
"Notion Finance Tracker","Han",0,1,1,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xxpko"
"Notion 6 Page Professional Resume, Cover Letter & References Pack","Ric Arthur",0,,,,"tool","finance","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/scybxm"
"Notion  +450 ChatGPT Money Generator Prompts (by Shosan)","Shosan",0,2,2,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/neydy"
"Client project Notion template","Jackie Pearce",0,,,,"template","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nJAKJ"
"Notion Travel Planner","The Efficient Scientist",0,1,1,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ytukf"
"Notion Employee Handbook","Red Gregory",0,2,2,,"template","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lnitf"
"The Only Notion Organizer You Need Lite","itsjaws",0,2,2,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mbxywo"
"Notion PPV LifeOS Template","Renier Botha",0,1,1,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zywgd"
"Notion-Fortgeschrittenen Tutorial","Christoph K",0,3,3,,"course","hr","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nzesp"
"Memory Hub | Notion Note-Taking and Topic-Saving Hub","NotionPlates",0,3,3,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nxiswe"
"Budget Template und Einnahmen/Ausgaben Tracker für Notion (Deutsch)","Philipp Stelzel",0,3,3,,"template","finance","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cnqvmj"
"Pomodoro Zeit- und Aufgabenmanagement für Notion (Deutsch)","Philipp Stelzel",0,1,1,,"template","hr","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cpmpnt"
"Goal Setting Notion Template","chloeforbesk",0,1,1,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kydhd"
"Projects & Action Tasks Notion Template","chloeforbesk",0,2,2,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kpxtr"
"Contacts CRM Notion Template","chloeforbesk",0,2,2,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zozvl"
"Pricing Calculator in Notion Template","chloeforbesk",0,3,3,,"template","finance","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qyrjxx"
"Client Project Review Notion Template","chloeforbesk",0,1,1,,"course","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/alley"
"Testimonial Request Form Notion Template","chloeforbesk",0,3,3,,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nljkt"
"Product Hunt Launch Press Kit Template (Notion)","DeepakNess",0,1,1,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/JPxHy"
"Photography and Video Tracker - Notion Template","Alvus",0,,,,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/waKgv"
"Marketing Plan | Notion template","Alvus",0,1,1,,"course","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dsfyr"
"Mood Tracker - Notion Template","Jaime's Creations",0,,,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vuekh"
"Notion Hashtags Calendar 2023: Social Media","Nishant Modi",0,1,1,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qldrj"
"Notion Content Planner: Social Media","Nishant Modi",0,3,3,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ayydm"
"Essential pre-launch checklist for new websites (Notion Template)","Snowhouse Studio",0,2,2,,"template","template","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tJBMO"
"Notion Grocery List","Notion Gems",0,3,3,,"tool","design","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kvcrpd"
"Notion Reward System (Demo)","Notion Gems",0,1,1,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ujalwn"
"Notion 300 List Template","It's Lovely B",0,3,3,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zpadfj"
"vision board template Notion","notion and me",0,2,2,,"template","design","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qjzja"
"Goals & Aspirations/Vision Board Notion Template","Hafsah | Notion Templates",0,3,3,,"template","goals","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zdjuw"
"Notion Ultimate Personal Development System (Basic)","Kjata",0,1,1,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hizzs"
"Creating Notion Covers With Midjourney","Lexy",0,,,,"course","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/abpac"
"Ma Cave à Vins sur Notion","Delory",0,,,,"course","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cozvn"
"Notion Life Management System","Rand",0,,,,"template","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/CDcqO"
"Notion Template: Mehrere Datenbanken in einem Kalender anzeigen","Kim Pinelli",0,1,1,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/NfzDo"
"Skin Care Management with Notion - SCM","Phillip Steinchen",0,3,3,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ggzcoz"
"Notion Student Dashboard Template","ツ",0,3,3,,"course","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/beyfd"
"Notion Daily Planner","Notionrealm",0,,,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kocam"
"Free Notion Second Brain","Dedic",0,3,3,,"tool","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kdtsa"
"Cover Letter & Resumes for Notion","Red Gregory",0,1,1,,"tool","design","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tahne"
"Notion Template: One-Page Travel Planner","Nazzareno Giannelli",0,,,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/DEZTe"
"Notionable Notes Hub","David Kiriakidis",0,,,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/MVImBF"
"Notion Toolkit Manager Template","Alex",0,2,2,,"course","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vmnvbl"
"Notion Habit Tracker (30-Day Challenge)","busy lab",0,1,1,,"tool","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/owtvn"
"Youtube Analytics Dashboard in Notion","Matthias Frank",0,,,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zpifxi"
